species,year,occupancy ,Apple,Field Bean,Oilseed Rape
Bombus terrestris,1998,0.711967428,1,1,1
Bombus terrestris,1999,0.715373206,1,1,1
Bombus terrestris,2000,0.724055818,1,1,1
Bombus terrestris,2001,0.708549206,1,1,1
Bombus terrestris,2002,0.753257737,1,1,1
Bombus terrestris,2003,0.742203745,1,1,1
Bombus terrestris,2004,0.729063379,1,1,1
Bombus terrestris,2005,0.697261376,1,1,1
Bombus terrestris,2006,0.666855276,1,1,1
Bombus terrestris,2007,0.69595406,1,1,1
Bombus terrestris,2008,0.637138944,1,1,1
Bombus terrestris,2009,0.66852605,1,1,1
Bombus terrestris,2010,0.641660456,1,1,1
Bombus terrestris,2011,0.629209675,1,1,1
Bombus terrestris,2012,0.687417295,1,1,1
Bombus terrestris,2013,0.747792831,1,1,1
Bombus terrestris,2014,0.714982012,1,1,1
Bombus terrestris,2015,0.691223961,1,1,1
Halictus rubicundus,1985,0.62141467,0,0,1
Halictus rubicundus,1986,0.640660639,0,0,1
Halictus rubicundus,1987,0.637331485,0,0,1
Halictus rubicundus,1988,0.627533602,0,0,1
Halictus rubicundus,1989,0.623724891,0,0,1
Halictus rubicundus,1990,0.622808636,0,0,1
Halictus rubicundus,1991,0.585540171,0,0,1
Halictus rubicundus,1992,0.553582758,0,0,1
Halictus rubicundus,1993,0.526889165,0,0,1
Halictus rubicundus,1994,0.519474608,0,0,1
Halictus rubicundus,1995,0.491398921,0,0,1
Halictus rubicundus,1996,0.479251756,0,0,1
Halictus rubicundus,1997,0.444455801,0,0,1
Halictus rubicundus,1998,0.415451714,0,0,1
Halictus rubicundus,1999,0.362184262,0,0,1
Halictus rubicundus,2000,0.333904443,0,0,1
Halictus rubicundus,2001,0.344544622,0,0,1
Halictus rubicundus,2002,0.341846089,0,0,1
Halictus rubicundus,2003,0.345973071,0,0,1
Halictus rubicundus,2004,0.35368876,0,0,1
Halictus rubicundus,2005,0.407942741,0,0,1
Halictus rubicundus,2006,0.40244779,0,0,1
Halictus rubicundus,2007,0.359364662,0,0,1
Halictus rubicundus,2008,0.336669301,0,0,1
Halictus rubicundus,2009,0.304092411,0,0,1
Halictus rubicundus,2010,0.301761095,0,0,1
Halictus rubicundus,2011,0.308595734,0,0,1
Halictus rubicundus,2012,0.304798439,0,0,1
Halictus rubicundus,2013,0.307934968,0,0,1
Halictus rubicundus,2014,0.345581596,0,0,1
Halictus rubicundus,2015,0.402455456,0,0,1
Halictus tumulorum,1985,0.585012237,0,0,1
Halictus tumulorum,1986,0.522564392,0,0,1
Halictus tumulorum,1987,0.537197496,0,0,1
Halictus tumulorum,1988,0.564475396,0,0,1
Halictus tumulorum,1989,0.588678414,0,0,1
Halictus tumulorum,1990,0.577313156,0,0,1
Halictus tumulorum,1991,0.526582395,0,0,1
Halictus tumulorum,1992,0.474286387,0,0,1
Halictus tumulorum,1993,0.499411289,0,0,1
Halictus tumulorum,1994,0.544741871,0,0,1
Halictus tumulorum,1995,0.566204629,0,0,1
Halictus tumulorum,1996,0.508909588,0,0,1
Halictus tumulorum,1997,0.48819615,0,0,1
Halictus tumulorum,1998,0.444486517,0,0,1
Halictus tumulorum,1999,0.492865902,0,0,1
Halictus tumulorum,2000,0.521804193,0,0,1
Halictus tumulorum,2001,0.479534128,0,0,1
Halictus tumulorum,2002,0.388562408,0,0,1
Halictus tumulorum,2003,0.445214096,0,0,1
Halictus tumulorum,2004,0.468218322,0,0,1
Halictus tumulorum,2005,0.466449779,0,0,1
Halictus tumulorum,2006,0.509993339,0,0,1
Halictus tumulorum,2007,0.459745845,0,0,1
Halictus tumulorum,2008,0.464573804,0,0,1
Halictus tumulorum,2009,0.388505919,0,0,1
Halictus tumulorum,2010,0.346099884,0,0,1
Halictus tumulorum,2011,0.354909922,0,0,1
Halictus tumulorum,2012,0.407629819,0,0,1
Halictus tumulorum,2013,0.341265732,0,0,1
Halictus tumulorum,2014,0.44909742,0,0,1
Halictus tumulorum,2015,0.483945932,0,0,1
Lasioglossum albipes,1985,0.402867894,0,0,1
Lasioglossum albipes,1986,0.460857878,0,0,1
Lasioglossum albipes,1987,0.474819784,0,0,1
Lasioglossum albipes,1988,0.489938274,0,0,1
Lasioglossum albipes,1989,0.52231335,0,0,1
Lasioglossum albipes,1990,0.416318227,0,0,1
Lasioglossum albipes,1991,0.400330591,0,0,1
Lasioglossum albipes,1992,0.411134385,0,0,1
Lasioglossum albipes,1993,0.430467914,0,0,1
Lasioglossum albipes,1994,0.469170517,0,0,1
Lasioglossum albipes,1995,0.465733923,0,0,1
Lasioglossum albipes,1996,0.428749063,0,0,1
Lasioglossum albipes,1997,0.350977759,0,0,1
Lasioglossum albipes,1998,0.324315346,0,0,1
Lasioglossum albipes,1999,0.339458947,0,0,1
Lasioglossum albipes,2000,0.36763814,0,0,1
Lasioglossum albipes,2001,0.354758404,0,0,1
Lasioglossum albipes,2002,0.249816193,0,0,1
Lasioglossum albipes,2003,0.285885627,0,0,1
Lasioglossum albipes,2004,0.290010564,0,0,1
Lasioglossum albipes,2005,0.298984315,0,0,1
Lasioglossum albipes,2006,0.277697334,0,0,1
Lasioglossum albipes,2007,0.297373806,0,0,1
Lasioglossum albipes,2008,0.337507275,0,0,1
Lasioglossum albipes,2009,0.278387781,0,0,1
Lasioglossum albipes,2010,0.292681502,0,0,1
Lasioglossum albipes,2011,0.287581586,0,0,1
Lasioglossum albipes,2012,0.198503873,0,0,1
Lasioglossum albipes,2013,0.161017416,0,0,1
Lasioglossum albipes,2014,0.214878902,0,0,1
Lasioglossum albipes,2015,0.275720345,0,0,1
Lasioglossum calceatum,1985,0.665983787,1,0,1
Lasioglossum calceatum,1986,0.662636295,1,0,1
Lasioglossum calceatum,1987,0.653189435,1,0,1
Lasioglossum calceatum,1988,0.642096341,1,0,1
Lasioglossum calceatum,1989,0.639794209,1,0,1
Lasioglossum calceatum,1990,0.623581734,1,0,1
Lasioglossum calceatum,1991,0.603043916,1,0,1
Lasioglossum calceatum,1992,0.601444956,1,0,1
Lasioglossum calceatum,1993,0.607392731,1,0,1
Lasioglossum calceatum,1994,0.602498215,1,0,1
Lasioglossum calceatum,1995,0.60842925,1,0,1
Lasioglossum calceatum,1996,0.602845603,1,0,1
Lasioglossum calceatum,1997,0.585479749,1,0,1
Lasioglossum calceatum,1998,0.570695963,1,0,1
Lasioglossum calceatum,1999,0.576747784,1,0,1
Lasioglossum calceatum,2000,0.555250079,1,0,1
Lasioglossum calceatum,2001,0.573368268,1,0,1
Lasioglossum calceatum,2002,0.578560836,1,0,1
Lasioglossum calceatum,2003,0.588257572,1,0,1
Lasioglossum calceatum,2004,0.596371517,1,0,1
Lasioglossum calceatum,2005,0.628683612,1,0,1
Lasioglossum calceatum,2006,0.616385401,1,0,1
Lasioglossum calceatum,2007,0.624049395,1,0,1
Lasioglossum calceatum,2008,0.6297363,1,0,1
Lasioglossum calceatum,2009,0.628621957,1,0,1
Lasioglossum calceatum,2010,0.623907671,1,0,1
Lasioglossum calceatum,2011,0.619480393,1,0,1
Lasioglossum calceatum,2012,0.622106615,1,0,1
Lasioglossum calceatum,2013,0.622863842,1,0,1
Lasioglossum calceatum,2014,0.616363925,1,0,1
Lasioglossum calceatum,2015,0.610703224,1,0,1
Lasioglossum fulvicorne ,1985,0.154567935,0,0,1
Lasioglossum fulvicorne ,1986,0.148490275,0,0,1
Lasioglossum fulvicorne ,1987,0.135959517,0,0,1
Lasioglossum fulvicorne ,1988,0.132413771,0,0,1
Lasioglossum fulvicorne ,1989,0.129074301,0,0,1
Lasioglossum fulvicorne ,1990,0.125518934,0,0,1
Lasioglossum fulvicorne ,1991,0.12624816,0,0,1
Lasioglossum fulvicorne ,1992,0.127535829,0,0,1
Lasioglossum fulvicorne ,1993,0.12540483,0,0,1
Lasioglossum fulvicorne ,1994,0.132446962,0,0,1
Lasioglossum fulvicorne ,1995,0.135660306,0,0,1
Lasioglossum fulvicorne ,1996,0.140214181,0,0,1
Lasioglossum fulvicorne ,1997,0.133390637,0,0,1
Lasioglossum fulvicorne ,1998,0.125190613,0,0,1
Lasioglossum fulvicorne ,1999,0.126042587,0,0,1
Lasioglossum fulvicorne ,2000,0.128462184,0,0,1
Lasioglossum fulvicorne ,2001,0.123355066,0,0,1
Lasioglossum fulvicorne ,2002,0.109989007,0,0,1
Lasioglossum fulvicorne ,2003,0.109567354,0,0,1
Lasioglossum fulvicorne ,2004,0.094927296,0,0,1
Lasioglossum fulvicorne ,2005,0.106346071,0,0,1
Lasioglossum fulvicorne ,2006,0.114469628,0,0,1
Lasioglossum fulvicorne ,2007,0.121483015,0,0,1
Lasioglossum fulvicorne ,2008,0.11625329,0,0,1
Lasioglossum fulvicorne ,2009,0.112906501,0,0,1
Lasioglossum fulvicorne ,2010,0.107740997,0,0,1
Lasioglossum fulvicorne ,2011,0.110357334,0,0,1
Lasioglossum fulvicorne ,2012,0.1013235,0,0,1
Lasioglossum fulvicorne ,2013,0.098129745,0,0,1
Lasioglossum fulvicorne ,2014,0.106617655,0,0,1
Lasioglossum fulvicorne ,2015,0.114958517,0,0,1
Lasioglossum leucopus,1985,0.544412623,0,0,1
Lasioglossum leucopus,1986,0.541926378,0,0,1
Lasioglossum leucopus,1987,0.527516251,0,0,1
Lasioglossum leucopus,1988,0.489865252,0,0,1
Lasioglossum leucopus,1989,0.477953275,0,0,1
Lasioglossum leucopus,1990,0.460061068,0,0,1
Lasioglossum leucopus,1991,0.432480794,0,0,1
Lasioglossum leucopus,1992,0.423809508,0,0,1
Lasioglossum leucopus,1993,0.39351916,0,0,1
Lasioglossum leucopus,1994,0.356009669,0,0,1
Lasioglossum leucopus,1995,0.361110653,0,0,1
Lasioglossum leucopus,1996,0.32237043,0,0,1
Lasioglossum leucopus,1997,0.293387613,0,0,1
Lasioglossum leucopus,1998,0.28277117,0,0,1
Lasioglossum leucopus,1999,0.28038344,0,0,1
Lasioglossum leucopus,2000,0.289291645,0,0,1
Lasioglossum leucopus,2001,0.276674038,0,0,1
Lasioglossum leucopus,2002,0.234929149,0,0,1
Lasioglossum leucopus,2003,0.244718587,0,0,1
Lasioglossum leucopus,2004,0.261657142,0,0,1
Lasioglossum leucopus,2005,0.270985419,0,0,1
Lasioglossum leucopus,2006,0.286384798,0,0,1
Lasioglossum leucopus,2007,0.276334862,0,0,1
Lasioglossum leucopus,2008,0.279633739,0,0,1
Lasioglossum leucopus,2009,0.248122643,0,0,1
Lasioglossum leucopus,2010,0.230531171,0,0,1
Lasioglossum leucopus,2011,0.250358118,0,0,1
Lasioglossum leucopus,2012,0.251376911,0,0,1
Lasioglossum leucopus,2013,0.251267335,0,0,1
Lasioglossum leucopus,2014,0.242135525,0,0,1
Lasioglossum leucopus,2015,0.219371189,0,0,1
Lasioglossum leucozonium,1985,0.569190907,0,0,1
Lasioglossum leucozonium,1986,0.54490123,0,0,1
Lasioglossum leucozonium,1987,0.525440763,0,0,1
Lasioglossum leucozonium,1988,0.513239179,0,0,1
Lasioglossum leucozonium,1989,0.500666089,0,0,1
Lasioglossum leucozonium,1990,0.486411115,0,0,1
Lasioglossum leucozonium,1991,0.474959521,0,0,1
Lasioglossum leucozonium,1992,0.494395308,0,0,1
Lasioglossum leucozonium,1993,0.496254765,0,0,1
Lasioglossum leucozonium,1994,0.519835177,0,0,1
Lasioglossum leucozonium,1995,0.500790948,0,0,1
Lasioglossum leucozonium,1996,0.482828451,0,0,1
Lasioglossum leucozonium,1997,0.474889396,0,0,1
Lasioglossum leucozonium,1998,0.476778353,0,0,1
Lasioglossum leucozonium,1999,0.455142567,0,0,1
Lasioglossum leucozonium,2000,0.431232874,0,0,1
Lasioglossum leucozonium,2001,0.441023637,0,0,1
Lasioglossum leucozonium,2002,0.418626485,0,0,1
Lasioglossum leucozonium,2003,0.408348324,0,0,1
Lasioglossum leucozonium,2004,0.415310371,0,0,1
Lasioglossum leucozonium,2005,0.397266895,0,0,1
Lasioglossum leucozonium,2006,0.380838026,0,0,1
Lasioglossum leucozonium,2007,0.373126037,0,0,1
Lasioglossum leucozonium,2008,0.367058726,0,0,1
Lasioglossum leucozonium,2009,0.352785952,0,0,1
Lasioglossum leucozonium,2010,0.335609592,0,0,1
Lasioglossum leucozonium,2011,0.340408798,0,0,1
Lasioglossum leucozonium,2012,0.335762369,0,0,1
Lasioglossum leucozonium,2013,0.315209126,0,0,1
Lasioglossum leucozonium,2014,0.321820076,0,0,1
Lasioglossum leucozonium,2015,0.34684162,0,0,1
Lasioglossum malachurum,1985,0.155973865,0,0,1
Lasioglossum malachurum,1986,0.133385148,0,0,1
Lasioglossum malachurum,1987,0.124797432,0,0,1
Lasioglossum malachurum,1988,0.112972478,0,0,1
Lasioglossum malachurum,1989,0.096364265,0,0,1
Lasioglossum malachurum,1990,0.099711177,0,0,1
Lasioglossum malachurum,1991,0.124630614,0,0,1
Lasioglossum malachurum,1992,0.138313468,0,0,1
Lasioglossum malachurum,1993,0.199972087,0,0,1
Lasioglossum malachurum,1994,0.228994173,0,0,1
Lasioglossum malachurum,1995,0.262410411,0,0,1
Lasioglossum malachurum,1996,0.290900738,0,0,1
Lasioglossum malachurum,1997,0.253051344,0,0,1
Lasioglossum malachurum,1998,0.286537285,0,0,1
Lasioglossum malachurum,1999,0.269591072,0,0,1
Lasioglossum malachurum,2000,0.28629304,0,0,1
Lasioglossum malachurum,2001,0.311171527,0,0,1
Lasioglossum malachurum,2002,0.254089005,0,0,1
Lasioglossum malachurum,2003,0.245805253,0,0,1
Lasioglossum malachurum,2004,0.303851179,0,0,1
Lasioglossum malachurum,2005,0.333184978,0,0,1
Lasioglossum malachurum,2006,0.258630785,0,0,1
Lasioglossum malachurum,2007,0.235398184,0,0,1
Lasioglossum malachurum,2008,0.153247911,0,0,1
Lasioglossum malachurum,2009,0.162997112,0,0,1
Lasioglossum malachurum,2010,0.171888875,0,0,1
Lasioglossum malachurum,2011,0.131195341,0,0,1
Lasioglossum malachurum,2012,0.111930057,0,0,1
Lasioglossum malachurum,2013,0.113780308,0,0,1
Lasioglossum malachurum,2014,0.157520127,0,0,1
Lasioglossum malachurum,2015,0.191241836,0,0,1
Lasioglossum morio,1985,0.439700458,0,0,1
Lasioglossum morio,1986,0.432892082,0,0,1
Lasioglossum morio,1987,0.433983458,0,0,1
Lasioglossum morio,1988,0.435367531,0,0,1
Lasioglossum morio,1989,0.439596968,0,0,1
Lasioglossum morio,1990,0.4453192,0,0,1
Lasioglossum morio,1991,0.436910341,0,0,1
Lasioglossum morio,1992,0.436051801,0,0,1
Lasioglossum morio,1993,0.443654264,0,0,1
Lasioglossum morio,1994,0.443669323,0,0,1
Lasioglossum morio,1995,0.441098605,0,0,1
Lasioglossum morio,1996,0.44401701,0,0,1
Lasioglossum morio,1997,0.440646973,0,0,1
Lasioglossum morio,1998,0.429669035,0,0,1
Lasioglossum morio,1999,0.421423706,0,0,1
Lasioglossum morio,2000,0.421028282,0,0,1
Lasioglossum morio,2001,0.427771816,0,0,1
Lasioglossum morio,2002,0.43485248,0,0,1
Lasioglossum morio,2003,0.44020194,0,0,1
Lasioglossum morio,2004,0.429032974,0,0,1
Lasioglossum morio,2005,0.42908905,0,0,1
Lasioglossum morio,2006,0.419240324,0,0,1
Lasioglossum morio,2007,0.415241786,0,0,1
Lasioglossum morio,2008,0.407404831,0,0,1
Lasioglossum morio,2009,0.406497584,0,0,1
Lasioglossum morio,2010,0.403773469,0,0,1
Lasioglossum morio,2011,0.404248225,0,0,1
Lasioglossum morio,2012,0.390244591,0,0,1
Lasioglossum morio,2013,0.382141947,0,0,1
Lasioglossum morio,2014,0.392361781,0,0,1
Lasioglossum morio,2015,0.403976691,0,0,1
Lasioglossum pauxillum,1985,0.036592574,1,0,1
Lasioglossum pauxillum,1986,0.038929677,1,0,1
Lasioglossum pauxillum,1987,0.04009555,1,0,1
Lasioglossum pauxillum,1988,0.037768928,1,0,1
Lasioglossum pauxillum,1989,0.037127884,1,0,1
Lasioglossum pauxillum,1990,0.037897646,1,0,1
Lasioglossum pauxillum,1991,0.034747464,1,0,1
Lasioglossum pauxillum,1992,0.036543495,1,0,1
Lasioglossum pauxillum,1993,0.040813078,1,0,1
Lasioglossum pauxillum,1994,0.050031291,1,0,1
Lasioglossum pauxillum,1995,0.064134167,1,0,1
Lasioglossum pauxillum,1996,0.069879259,1,0,1
Lasioglossum pauxillum,1997,0.106483804,1,0,1
Lasioglossum pauxillum,1998,0.14448826,1,0,1
Lasioglossum pauxillum,1999,0.182267132,1,0,1
Lasioglossum pauxillum,2000,0.195404328,1,0,1
Lasioglossum pauxillum,2001,0.20481687,1,0,1
Lasioglossum pauxillum,2002,0.207980713,1,0,1
Lasioglossum pauxillum,2003,0.220646108,1,0,1
Lasioglossum pauxillum,2004,0.279940054,1,0,1
Lasioglossum pauxillum,2005,0.31543457,1,0,1
Lasioglossum pauxillum,2006,0.31281161,1,0,1
Lasioglossum pauxillum,2007,0.256705491,1,0,1
Lasioglossum pauxillum,2008,0.259974595,1,0,1
Lasioglossum pauxillum,2009,0.237078296,1,0,1
Lasioglossum pauxillum,2010,0.221786903,1,0,1
Lasioglossum pauxillum,2011,0.207475423,1,0,1
Lasioglossum pauxillum,2012,0.178650002,1,0,1
Lasioglossum pauxillum,2013,0.173537676,1,0,1
Lasioglossum pauxillum,2014,0.175924727,1,0,1
Lasioglossum pauxillum,2015,0.195169305,1,0,1
Osmia bicornis,1985,0.269361464,1,0,1
Osmia bicornis,1986,0.266154926,1,0,1
Osmia bicornis,1987,0.259845373,1,0,1
Osmia bicornis,1988,0.261878222,1,0,1
Osmia bicornis,1989,0.283564114,1,0,1
Osmia bicornis,1990,0.332484099,1,0,1
Osmia bicornis,1991,0.354534351,1,0,1
Osmia bicornis,1992,0.347072354,1,0,1
Osmia bicornis,1993,0.366623206,1,0,1
Osmia bicornis,1994,0.377412088,1,0,1
Osmia bicornis,1995,0.375604682,1,0,1
Osmia bicornis,1996,0.376135969,1,0,1
Osmia bicornis,1997,0.398863876,1,0,1
Osmia bicornis,1998,0.396023288,1,0,1
Osmia bicornis,1999,0.404414356,1,0,1
Osmia bicornis,2000,0.385184416,1,0,1
Osmia bicornis,2001,0.379667707,1,0,1
Osmia bicornis,2002,0.363011482,1,0,1
Osmia bicornis,2003,0.33325382,1,0,1
Osmia bicornis,2004,0.318531855,1,0,1
Osmia bicornis,2005,0.309172738,1,0,1
Osmia bicornis,2006,0.262154931,1,0,1
Osmia bicornis,2007,0.240711016,1,0,1
Osmia bicornis,2008,0.265333535,1,0,1
Osmia bicornis,2009,0.247752735,1,0,1
Osmia bicornis,2010,0.232174971,1,0,1
Osmia bicornis,2011,0.275392437,1,0,1
Osmia bicornis,2012,0.271099995,1,0,1
Osmia bicornis,2013,0.324715282,1,0,1
Osmia bicornis,2014,0.307758703,1,0,1
Osmia bicornis,2015,0.317405979,1,0,1
